county,state,season,latitude,longitude,date,classification,temperature_high,temperature_low,dew_point,humidity,cloud_cover,moon_phase,precip_intensity,pressure,uv_index,visibility,wind_bearing,wind_speed
Stanislaus County,California,Summer,37.475,-121.07,8/14/1962,Class A,93.56,63.47,42.92,0.26,0,0.46,,1013.46,10,10,321,5.97
Taney County,Missouri,Fall,36.3881,-93.1073,3/9/2009,Class B,75.49,64.98,40.41,0.48,0.22,0.45,0,1016,6,10,152,4.21
Bradley County,Tennessee,Spring,35.129,-84.8215,4/28/2007,Class B,73.1,49.64,46.76,0.65,0.39,0.39,0,1017.66,8,9.96,283,1.11
Okaloosa County,Florida,Fall,30.75,-86.65,11/11/2008,Class B,72.69,51.91,43.96,0.65,0.02,0.44,0,1020.53,5,10,105,2.04
Pendleton County,West Virginia,Fall,38.788,-79.495,11/5/1994,Class B,68.51,40.41,37.06,0.64,0.97,0.08,0,1020.77,3,7.12,231,1.87
Dubuque County,Iowa,Fall,42.4104,-90.66615,11/7/2007,Class A,40.83,29.27,22.35,0.68,0.28,0.93,0,1023.89,2,9.66,192,3.39
Washington County,Iowa,Fall,41.47445,-91.74585,11/15/2006,Class A,45.51,30.55,34.59,0.81,0.74,0.84,0,1011.21,2,6.62,16,10.87
Susquehanna County,Pennsylvania,Winter,41.79985,-75.9799,12/19/2008,Class B,26.62,15.93,22.02,0.86,0.84,0.76,0.0056,1016.7,1,5.5,76,1.15
Morgan County,Alabama,Fall,34.55946,-86.59747,11/28/2008,Class B,61.48,47.1,44,0.76,0.59,0.03,0.0016,1015.29,3,8.13,16,1.08
Dorchester County,Maryland,Spring,38.63295,-75.80465,4/15/1999,Class B,62.72,46.55,37.14,0.6,0.56,0.98,,1008.89,6,9.04,125,0.85
Summit County,Utah,Fall,40.92128,-111.0837,10/15/2004,Class A,57.61,39.87,22.47,0.4,0,0.05,0,1011.68,5,10,247,4.45
Morgan County,Utah,Fall,40.9744,-111.8189,8/22/1977,Class B,80.1,54.66,49.1,0.56,0.24,0.28,0,1010.01,8,10,159,4.92
Putnam County,Indiana,Winter,39.74356,-86.81714,12/1/2008,Class B,32.72,22.64,26.68,0.87,1,0.12,0.0004,1001.34,2,6.25,268,7.39
Talladega County,Alabama,Fall,33.36305,-86.17122,11/23/1999,Class A,74.01,53.12,56.6,0.83,0.46,0.52,,1021.07,3,6.56,68,4.5
Sonoma County,California,Summer,38.83996,-123.0585,9/8/2007,Class A,87.5,56.33,51.76,0.52,0.2,0.91,0,1012.15,8,9.04,176,0.47
Daggett County,Utah,Winter,40.86765,-109.5143,12/7/2008,Class A,47.86,28.82,20.54,0.54,0,0.32,0.0005,1019.49,2,10,226,0.58
Madison County,Illinois,Winter,38.72226,-89.80125,12/24/1980,Class A,28,2.88,17.75,0.78,0.75,0.61,0.0006,1028.28,2,5.54,328,11.64
Roscommon County,Michigan,Fall,44.17335,-84.6,7/16/2009,Class A,73.42,45.44,53.03,0.68,0.31,0.8,0,1009.56,9,9.96,261,8.1
Tucker County,West Virginia,Winter,39.10023,-79.4593,12/28/2008,Class A,57.16,26.98,37.99,0.74,0.14,0.04,0.0047,1018.3,2,9.87,246,4.41
Bristol County,Massachusetts,Winter,41.60551,-70.97708,5/17/2009,Class B,59.37,49.09,52.15,0.81,0.86,0.76,0.0062,1013.87,4,8.33,266,3.11
Lawrence County,South Dakota,Summer,44.38611,-103.6183,6/22/2008,Class B,77.64,57.89,50.99,0.57,0.13,0.62,0,1016.44,10,10,130,2.03
Sumner County,Tennessee,Spring,36.30155,-86.60155,4/15/1966,Class A,61.48,42.58,32.79,0.57,0.31,0.84,0,1020.6,8,5.67,4,1.72
Santa Barbara County,California,Spring,34.73389,-119.9254,4/15/1982,Class A,59.56,32.78,45.06,0.87,0.02,0.73,,1013.84,9,10,314,1.34
Josephine County,Oregon,Summer,42.22501,-123.75,2/18/2009,Class B,50.32,30.36,33.22,0.9,0.21,0.81,0,1021.91,4,6.63,159,0.18
Dearborn County,Indiana,Summer,39.17295,-84.971,8/1/1984,Class A,82.76,72.11,67.68,0.76,0.86,0.16,0.0062,1018.84,6,9.39,189,3.95
Kern County,California,Spring,35.17748,-118.625,2/26/2009,Class B,47.4,37.48,37.01,0.86,0.37,0.06,0,1020.45,5,9.63,291,5.2
Wayne County,West Virginia,Winter,38.16391,-82.28279,2/14/2009,Class A,49.32,33.04,28.29,0.69,0.83,0.68,0,1014.65,3,9.96,333,2.16
La Plata County,Colorado,Fall,37.33815,-107.501,10/12/2008,Class B,42.82,17.55,10.16,0.39,0.25,0.42,0.0001,1013.24,6,10,233,2.47
Douglas County,Oregon,Fall,43.61538,-123.5036,11/15/2006,Class B,53.11,42.91,42.16,0.82,0.54,0.84,0.031,1011.35,2,6.82,177,5.37
Madison County,Alabama,Winter,34.71139,-86.6575,2/24/2009,Class A,52.54,43.09,22.84,0.51,0.39,0.99,0.001,1028.18,5,10,124,1.5
Rabun County,Georgia,Winter,34.94325,-83.18237,2/22/2009,Class B,37.85,21.22,16.42,0.49,0.28,0.92,0,1022.06,6,9.93,299,4.4
Orange County,Florida,Spring,28.48106,-81.11927,3/15/2003,Class B,79.93,63.07,65.06,0.83,0.71,0.4,0.0008,1013.72,6,6.83,32,2.47
Pasco County,Florida,Winter,28.19899,-82.76431,3/5/2009,Class A,74.75,51.78,46.49,0.61,0.19,0.31,0,1027.96,7,10,87,2.32
Sumner County,Tennessee,Summer,36.5802,-86.5104,5/24/1986,Class A,74.07,60.05,61.81,0.96,0.99,0.53,,1016.46,5,2.88,95,3.13
Island County,Washington,Winter,48.17107,-122.5089,3/19/2009,Class B,50.27,46.35,42.58,0.85,1,0.78,0.0002,1016.52,3,10,138,5.94
Gladwin County,Michigan,Fall,43.87,-84.355,10/1/1996,Class A,74.97,60.58,52.39,0.73,0.52,0.66,,1021.09,3,9.96,205,8.81
St. Lawrence County,New York,Spring,44.62185,-75.58825,3/18/2009,Class B,52.09,33,35.98,0.67,,0.75,0.0013,1013.71,0,7.21,213,7.68
Silver Bow County,Montana,Summer,45.9754,-112.4554,8/15/2007,Class A,83.68,46.17,27.2,0.3,0.06,0.09,0,1015.45,9,3.67,258,1.07
White County,Georgia,Winter,34.70107,-83.6746,3/15/2009,Class B,58.24,50.09,45.99,0.89,0.98,0.66,0.0518,1019.9,4,7.84,83,0.46
McCurtain County,Oklahoma,Fall,34.36778,-94.68028,3/25/2009,Class A,64.62,43.83,43.16,0.79,0.31,0.96,0.0147,1012.01,8,8.04,103,0.95
Summit County,Ohio,Summer,41.2584,-81.56255,9/14/2005,Class A,82.4,64.28,61.39,0.68,0.49,0.37,0.0008,1013.73,5,4.58,202,1.84
Plymouth County,Massachusetts,Spring,41.83664,-70.89049,11/17/2009,Class B,49.45,35.85,30.49,0.63,0.04,0.03,0,1024.96,2,10,20,2.97
Mahoning County,Ohio,Spring,41.12884,-80.85832,4/1/2006,Class B,53.04,40.56,45.03,0.75,1,0.12,0.001,1013.39,4,8.65,266,5.59
Berrien County,Michigan,Winter,41.77945,-85.99374,2/7/1993,Class B,39.5,32.85,23.38,0.79,0.71,0.53,0,1017.64,2,6.15,211,6.67
Madison County,Illinois,Spring,38.9951,-90.1451,4/8/2009,Class A,61.5,33.97,27.45,0.48,0.02,0.47,0,1009.32,8,9.86,292,5.02
Morris County,Kansas,Summer,38.62563,-96.44296,8/10/2009,Class A,85.64,62.67,67.63,0.76,0.36,0.65,0.0243,1015.88,8,9.66,171,2.27
Putnam County,Indiana,Summer,39.72848,-86.93636,8/1/2006,Class B,94.96,76.7,76.13,0.77,0.01,0.23,0,1014.76,10,8.71,221,1.28
Snohomish County,Washington,Summer,48.13025,-121.851,8/15/2008,Class B,85.39,57.39,60.2,0.74,0,0.46,0,1015.03,8,10,326,0.53
Colleton County,South Carolina,Spring,33.04536,-80.45451,5/2/2009,Class B,86.36,65.8,62.47,0.67,0.26,0.28,0,1017.02,7,9.96,199,3.66
Massac County,Illinois,Fall,37.228,-88.7476,11/26/2008,Class B,59.66,29.24,29.93,0.69,0,0.97,0,1017.47,3,9.96,213,0.72
Carroll County,Ohio,Spring,40.64049,-80.90944,5/10/2009,Class B,61.83,48.4,41.34,0.63,0.65,0.55,0,1019.06,7,1.24,294,1.7
Putnam County,Florida,Summer,29.77291,-81.8592,5/17/2009,Class B,86.91,67.41,68.38,0.81,0.37,0.76,0.0138,1015.59,9,8.63,156,1.5
Greenbrier County,West Virginia,Spring,37.9208,-80.71875,5/15/2009,Class A,76.19,58.49,59.29,0.85,0.66,0.7,0,1021.17,7,7.06,133,1.28
Richmond County,North Carolina,Fall,35.0554,-79.88049,10/18/2008,Class B,61.65,44.39,48.72,0.8,0.95,0.64,0.0081,1018.31,4,9.4,12,4.52
Paulding County,Georgia,Summer,33.796,-84.79601,6/21/2006,Class B,97.68,71.14,62.03,0.55,0.17,0.86,0,1017.96,10,9.61,341,0.57
Oconee County,South Carolina,Summer,34.45025,-82.56786,7/1/1975,Class A,90.15,74.12,65.79,0.61,0.56,0.75,,1021.74,8,5.77,73,6.69
Lake County,Illinois,Spring,42.17577,-88.09506,5/13/2008,Class B,72.2,56.34,43.87,0.64,0.23,0.3,0.0005,1014.57,10,9.97,173,5.02
Yakima County,Washington,Summer,46.85,-121.25,8/18/2007,Class A,52.71,38.21,40.86,0.87,0.62,0.19,0.0015,1012.78,8,5.93,263,2.19
Miller County,Arkansas,Fall,33.14759,-93.89135,11/15/1996,Class A,70.38,61.37,49.84,0.79,0.52,0.16,,1022.95,4,5.64,112,7.32
Grays Harbor County,Washington,Winter,46.94102,-123.7727,1/15/1995,Class A,47.1,43.15,43.99,0.96,0.98,0.46,,1006.84,1,,205,3.15
Rapides Parish,Louisiana,Fall,31.40304,-92.46844,10/15/1980,Class A,84.78,66.97,59,0.69,0.46,0.2,0,1016.38,4,6.15,152,4.21
Benton County,Oregon,Summer,44.50455,-123.5524,6/13/2009,Class B,56.49,43.89,48.89,1,0.89,0.68,0.0092,1013.92,5,8.66,307,1.08
Clermont County,Ohio,Summer,39.03501,-84.1317,6/16/2009,Class B,78.24,67.55,65.13,0.78,0.48,0.78,0.0368,1013.77,10,2.26,130,1.12
Riverside County,California,Spring,33.81678,-116.6329,6/5/2004,Class B,84.45,50.41,40.91,0.41,0,0.6,0,1005.28,12,9.98,265,1.15
Simpson County,Kentucky,Summer,36.68937,-86.45915,8/15/2007,Class A,101.94,73.19,63.48,0.5,0.13,0.09,0,1012.35,10,10,213,0.3
Elbert County,Georgia,Summer,34.06705,-82.86789,6/1/2000,Class A,90.66,65.63,58.47,0.58,0,0.96,0,1021.1,11,8.52,244,2.08
Dutchess County,New York,Summer,41.94512,-73.87915,2/15/2010,Class A,40.24,28.96,20.25,0.59,0.61,0.05,0,1005.36,3,9.86,253,2.75
Baker County,Oregon,Fall,44.68557,-118.0891,4/10/1991,Class B,38.71,25.94,23.41,0.75,0.58,0.86,,1021.6,5,9.7,340,10.83
McIntosh County,Oklahoma,Summer,35.2933,-95.94727,6/19/2009,Class A,90.32,77.83,72.88,0.71,0.09,0.88,0,1009.68,9,10,204,8.68
King County,Washington,Summer,47.13485,-121.9418,7/15/2002,Class A,73.98,50.36,49.05,0.68,0.09,0.2,0,1016.33,9,9.82,326,1.85
El Dorado County,California,Summer,38.79998,-120.2083,7/15/2009,Class A,78.71,54.86,38.88,0.39,0.02,0.77,0,1019.56,11,10,248,1.08
Cherokee County,Georgia,Summer,34.31955,-84.48006,6/28/2009,Class A,92.37,70.44,70.97,0.74,0.36,0.22,0,1008.95,8,8.44,304,0.55
Martin County,Florida,Fall,26.91319,-80.48412,11/22/1998,Class B,82.96,75.01,67.81,0.76,0.73,0.11,0,1022.2,3,10,86,7.25
Bristol County,Massachusetts,Summer,41.74419,-70.95906,7/6/2010,Class A,96.43,73.69,69.69,0.65,0.05,0.82,0,1014.4,10,9.41,1,0.34
Ritchie County,West Virginia,Summer,39.355,-80.915,8/13/2002,Class B,94.61,67.6,63.97,0.67,0.24,0.18,,1018.43,9,6.87,174,2.93
McDonald County,Missouri,Fall,36.50787,-94.2319,9/25/2009,Class B,76.79,56.33,52.81,0.73,0.17,0.23,0,1020.36,7,8.53,199,0.34
Greene County,Tennessee,Summer,36.0925,-82.3045,7/18/2009,Class B,66.29,50.69,55.27,0.83,0.73,0.87,0,1015.58,6,9.86,289,1.03
Fayette County,Georgia,Summer,33.49565,-84.5317,7/17/2009,Class A,86.12,62.73,69.47,0.75,0.44,0.83,0.0002,1012.68,6,9.56,267,3.2
Warren County,New York,Summer,43.32,-73.81,7/26/2009,Class B,77.49,63.01,67.01,0.89,0.6,0.17,0.0029,1010.44,9,6.38,205,1.02
Coweta County,Georgia,Fall,33.2706,-84.73555,10/13/2007,Class A,73.42,47.79,45.16,0.66,0.01,0.08,0,1016.61,6,8.95,341,0.59
Montgomery County,Ohio,Winter,39.63662,-84.36874,2/15/2005,Class A,66.31,34.76,39.86,0.68,0.14,0.24,0,1014.71,4,8.92,200,3.84
Ionia County,Michigan,Fall,43.1095,-84.9825,8/15/1983,Class A,82.34,63.26,61.43,0.7,0.45,0.25,0,1020.15,7,7.91,198,5.28
Hillsborough County,Florida,Winter,28.14617,-82.24487,1/13/2001,Class A,62.39,46.44,45.51,0.85,0.38,0.64,0.0002,1020.83,3,8.95,0,5.28
Jefferson County,Florida,Fall,30.59612,-83.649,11/20/2006,Class B,53.93,39.55,33.87,0.66,0.42,0.98,0,1019.97,4,8.75,326,6.22
Atkinson County,Georgia,Fall,31.30952,-82.74675,11/15/2007,Class B,65.15,32.85,44.57,0.65,0.38,0.18,0,1014.03,3,9.25,297,7.56
King County,Washington,Summer,47.70178,-121.1859,8/4/2009,Class A,80.52,50.79,42.4,0.45,0,0.46,0,1015.19,8,10,260,1.14
San Juan County,New Mexico,Spring,36.08089,-108.892,5/12/2009,Class A,72.23,43.24,18.44,0.21,0.02,0.61,0,1004.89,11,10,249,8.21
Pacific County,Washington,Summer,46.31401,-124.0273,7/15/1979,Class B,84.84,55.84,56.09,0.69,0.2,0.72,0,1017.3,9,10,318,4.82
Freestone County,Texas,Summer,31.93425,-96.12524,8/25/2009,Class A,97.52,73.63,70.87,0.66,0.22,0.19,0,1014.12,10,9.97,142,3.38
Baldwin County,Alabama,Summer,30.7113,-87.91833,9/14/1979,Class A,85.61,65.61,66.53,0.72,0.42,0.79,0,1012.42,5,7.1,17,8.78
Lake County,Colorado,Fall,39.1006,-106.5445,9/1/2009,Class A,64.38,39.85,28.14,0.42,0.22,0.41,0,1016.63,7,7.8,290,1.67
Osage County,Oklahoma,Summer,36.62116,-96.12164,8/7/2009,Class A,97.62,77.85,71.13,0.67,0.11,0.55,0,1013.17,10,9.21,180,5.84
Creek County,Oklahoma,Summer,36.03501,-96.36707,9/8/2009,Class A,89.62,71.03,67.6,0.73,0.35,0.63,0.0013,1013.55,8,9.66,157,3.99
Wayne County,New York,Fall,43.27314,-76.89331,9/20/2003,Class A,70.3,50.46,52.06,0.67,0.35,0.81,0.0007,1020.92,5,10,286,1.64
Cowlitz County,Washington,Fall,46.2965,-122.3431,11/18/2006,Class A,41.55,38.39,34.7,0.94,0.78,0.93,0,1020.17,1,8.59,136,2.11
Skamania County,Washington,Summer,45.96578,-121.7576,9/9/2009,Class B,65.45,46.28,48.01,0.83,,0.67,0,1017.08,5,,272,0.92
Duval County,Florida,Summer,30.25389,-81.8992,6/18/2009,Class B,84.47,72.12,73.85,0.86,0.61,0.85,0.0022,1014.4,9,8.65,236,0.55
Cowlitz County,Washington,Fall,46.38448,-122.5572,9/12/2009,Class B,82.52,62.03,54.15,0.56,0.11,0.78,0,1008.42,6,9.9,313,1.13
Pasco County,Florida,Unknown,28.29425,-82.71758,1/1/1982,Class A,78.16,67.4,69.72,0.94,0.67,0.2,0.0005,1015.71,3,6.09,242,1.42
Grant County,Indiana,Summer,40.54919,-85.69739,7/15/1975,Class A,84.82,64.81,56.53,0.58,0.3,0.24,,1020.3,9,9.38,249,3.2
Fairbanks County,Alaska,Summer,64.89139,-147.8142,7/15/2009,Class A,63.41,45.33,52.49,0.73,0.85,0.77,0.0012,1016.61,4,5.73,324,0.96
Mahoning County,Ohio,Fall,41.09087,-80.77592,9/30/2001,Class A,66.54,41.23,40.65,0.68,0.07,0.44,0,1024.5,5,10,12,6.46
Le Flore County,Oklahoma,Fall,34.49108,-94.49968,10/1/2009,Class B,79.04,46.11,63.79,0.88,0.6,0.41,0.0047,1009.64,4,8.62,233,2.49
Wasco County,Oregon,Fall,45.8417,-121.7084,10/5/2009,Class A,58.01,33.04,33.17,0.65,0.13,0.55,0,1019.62,4,10,92,0.26
Pierce County,Washington,Fall,46.81398,-122.0571,11/19/2008,Class B,43.27,31.75,34.91,0.91,0.69,0.74,0,1021.39,1,9.33,90,0.71
Osage County,Kansas,Summer,38.76635,-95.70296,8/15/1984,Class B,95.06,65.35,59.51,0.51,0.05,0.62,0,1016.99,9,6.41,169,6.17
Sumter County,Florida,Spring,28.44926,-81.95577,10/18/2009,Class A,64.92,47.46,43.93,0.68,0.08,0.02,0,1020.35,6,10,343,4.58
Washington County,Ohio,Fall,39.42635,-81.37085,10/31/2009,Class B,69.01,34.42,49.55,0.77,0.81,0.42,0.0158,1011.48,3,1.97,189,3.94
Woodford County,Illinois,Fall,40.65639,-89.04518,9/24/2009,Class B,71.18,64.33,63.25,0.9,0.24,0.2,0.0002,1020.82,6,5.19,70,1.49
Jefferson County,Missouri,Fall,38.4063,-90.7357,11/24/2009,Class B,53.68,45.15,46.33,0.87,0.9,0.25,0.0095,1012.74,2,7.71,207,2.63
Escambia County,Florida,Fall,30.9725,-87.265,11/21/2009,Class B,66.88,55.89,50.98,0.79,0.65,0.16,0.0118,1014.06,4,9.05,64,5.92
Cache County,Utah,Winter,41.7086,-112.0179,10/21/2006,Class A,46.72,25.55,27.86,0.75,0.49,0.98,0,1024.63,4,5.9,4,0.41
Cambria County,Pennsylvania,Winter,40.65083,-78.52589,11/30/2009,Class B,49.09,30.86,34.71,0.74,1,0.44,0.0027,1007.88,2,9.81,277,5.65
Pemiscot County,Missouri,Fall,36.06055,-89.98725,10/15/1961,Class A,68.04,39.05,30.43,0.51,0,0.2,,1027.8,5,10,276,1.26
Harrison County,West Virginia,Spring,39.1611,-80.23375,5/4/1974,Class A,60.68,34.78,30.49,0.44,0.44,0.44,0,1019.06,10,9.35,10,7.47
Montmorency County,Michigan,Spring,44.94835,-84.165,7/26/2010,Class A,84.47,58.88,57.23,0.67,0.08,0.52,0,1019.91,8,10,265,1.52
Hinds County,Mississippi,Fall,32.40191,-90.19371,10/10/1979,Class A,61.99,40.93,43.67,0.77,0.7,0.67,0.0059,1018.13,6,8.83,20,7.59
Boone County,Missouri,Summer,39.08817,-92.31901,7/13/2004,Class B,93.73,72.17,75.97,0.77,0.06,0.88,0,1013.54,10,9.96,263,4.68
Daviess County,Kentucky,Spring,37.64966,-87.01657,5/1/2007,Class A,87.23,63.84,56.2,0.52,0.02,0.48,0,1013.58,10,10,233,3.01
Oneida County,New York,Fall,43.1546,-75.73906,10/28/1972,Class B,58.78,51.35,46.11,0.82,0.98,0.72,0.0103,1015.71,2,5.18,119,3.08
Madison County,Illinois,Winter,38.90123,-89.80123,12/18/2009,Class B,45.47,32.1,28.53,0.71,0.88,0.07,0,1012.7,2,9.16,334,2.44
Wayne County,Georgia,Winter,31.46641,-81.64665,11/23/2008,Class A,58.47,36.82,37.87,0.77,0.05,0.88,0,1030.89,4,10,33,3.26
Alachua County,Florida,Summer,29.58358,-82.33316,6/13/2000,Class A,94.23,71.5,69.92,0.77,0.36,0.4,0.0032,1020.04,9,8.63,179,0.61
Klamath County,Oregon,Winter,42.36945,-121.3866,12/10/2009,Class B,33.7,8.56,2.06,0.64,0.08,0.81,0,1021.1,1,9.86,79,0.5
Boone County,Missouri,Winter,38.9099,-92.36771,1/20/2008,Class A,24.15,17.53,0.95,0.58,0.32,0.44,0,1034.64,2,10,116,3.16
Scott County,Iowa,Summer,41.76392,-90.55585,7/4/1989,Class B,92.99,57.86,61.82,0.59,0.14,0.05,0,1016.57,9,7.88,36,5.28
Clay County,Florida,Winter,29.95301,-82.0125,12/14/2009,Class B,78.88,62.47,67.59,0.91,0.66,0.94,0,1019.69,3,6.29,201,0.29
Los Angeles County,California,Unknown,34.76666,-118.5834,1/22/2010,Class A,40.38,32.34,33.58,0.87,0.82,0.23,0.0056,997.54,3,7.87,223,2.79
Murray County,Georgia,Winter,34.8243,-84.72352,1/12/2010,Class A,35.4,18.99,21.08,0.64,0.64,0.92,0,1027.55,2,10,357,2.96
Comanche County,Oklahoma,Fall,34.76134,-98.61497,1/25/2010,Class A,53.42,25.29,19.81,0.47,0.02,0.33,0,1015.05,4,10,318,7.25
Hickman County,Tennessee,Summer,35.78439,-87.44963,7/17/2009,Class B,82.44,58.11,65.25,0.75,0.63,0.84,0,1012.58,8,10,319,1.08
Levy County,Florida,Fall,29.47368,-82.6783,8/28/1981,Class A,78.25,72.37,73.97,0.95,0.75,0.97,,1017.76,7,5.88,166,5.39
Wayne County,Missouri,Winter,36.57869,-90.21339,11/18/2007,Class B,64.62,59.2,48.79,0.86,0.49,0.28,0,1019.79,3,7.56,112,1.51
Lee County,Kentucky,Fall,37.65805,-83.79678,10/13/2009,Class B,60.78,47.19,53.41,0.87,0.92,0.84,0.0001,1022.6,3,9.54,346,0.97
Trinity County,California,Summer,41.1139,-122.7,8/29/2010,Class B,69.31,45.34,39.59,0.57,0.29,0.66,0,1012.15,8,10,274,0.42
Clay County,Florida,Winter,30.08748,-81.85762,11/18/2009,Class A,77.13,59.43,62.61,0.86,0.59,0.07,0,1017.16,4,6.82,191,0.02
Upshur County,West Virginia,Fall,38.98,-80.27,9/11/2009,Class A,72.47,51.42,53.21,0.77,0.65,0.74,0,1021.53,6,9.91,356,1.24
Ogle County,Illinois,Winter,41.90703,-89.41539,2/28/2010,Class B,37.69,30.6,25.77,0.78,0.97,0.51,0,1017.92,3,10,339,3.98
Stoddard County,Missouri,Winter,36.87593,-89.86899,1/14/1986,Class A,45.71,18.86,23.78,0.67,0.39,0.15,,1019.45,2,,341,4.44
Marquette County,Wisconsin,Spring,43.8708,-89.18135,3/10/2010,Class B,41.82,37.86,38.56,0.97,1,0.84,0.0087,1003.98,3,0.74,65,3.87
Walker County,Alabama,Spring,33.8957,-87.53395,3/12/2010,Class A,63.26,43.94,46.62,0.73,0.68,0.9,0.0091,1003.93,7,8.85,289,1.47
King County,Washington,Fall,47.57576,-121.7427,10/15/1991,Class A,74.82,52.6,48.36,0.68,0.01,0.25,0,1012.3,3,10,189,4.77
Crawford County,Arkansas,Fall,35.36335,-94.229,3/23/2010,Class A,73.62,48.44,36.3,0.59,0,0.26,0,1013.32,8,9.75,123,2.12
Crockett County,Tennessee,Spring,35.8606,-89.0912,4/22/1994,Class B,71.61,47.19,44.44,0.52,0.24,0.38,,1016.62,9,10,30,9.83
Morgan County,Tennessee,Winter,36.19746,-84.66167,12/14/2009,Class A,60.94,49.25,49.63,0.91,0.93,0.94,0.0001,1017.24,2,5.15,197,3.24
Colbert County,Alabama,Winter,34.70112,-87.77686,1/12/2005,Class A,68.22,60.43,58.97,0.81,0.8,0.09,0.0002,1014.15,2,9.08,174,8.43
Charlotte County,Florida,Fall,27.07842,-81.99105,10/20/2005,Class B,87.83,75.61,72.3,0.81,0.25,0.61,0.0001,1013.64,7,8.5,92,3.34
Lawrence County,Kentucky,Spring,38.11509,-82.70393,4/13/2010,Class B,78.36,49.2,39.53,0.49,0,0.97,0,1025.44,9,7.7,29,2.02
Mahoning County,Ohio,Summer,40.95818,-80.97507,8/12/2009,Class A,80.22,59.32,62.61,0.79,0.45,0.71,0,1016.37,7,2.74,342,1.52
St. Louis County,Minnesota,Fall,47.51591,-92.6349,10/18/2009,Class B,55.14,42.67,35.78,0.75,0.02,0.02,0,1012.89,3,9.87,183,5.53
Los Angeles County,California,Winter,34.66363,-118.4538,5/7/2010,Class B,76.91,48.83,28.89,0.32,0,0.8,0,1014.64,11,10,332,0.93
Peoria County,Illinois,Spring,40.82944,-89.73378,5/5/2010,Class B,73.23,46.34,41.37,0.45,0.14,0.74,0,1009.43,9,10,276,1.04
Anne Arundel County,Maryland,Summer,39.08414,-76.82731,8/15/2010,Class A,77.02,72.19,69.97,0.86,0.96,0.21,0.0098,1016.12,4,4.32,173,1.9
Newton County,Missouri,Fall,37.03575,-94.52888,6/22/2010,Class A,95.1,75.91,72.99,0.68,0.08,0.38,0,1015.26,11,9.96,183,6.6
Wayne County,Missouri,Summer,37.18847,-90.52135,5/25/2010,Class B,87.53,67.71,67.03,0.79,0.05,0.43,0,1015.66,11,7.91,56,0.7
Pierce County,Washington,Spring,46.84748,-122.2719,5/22/2010,Class A,53.25,40.75,41.71,0.87,0.74,0.32,0.0017,1013.29,7,10,205,1.17
Kern County,California,Winter,35.12931,-118.3302,6/10/2010,Class B,63.98,47.45,38.43,0.52,0.07,0.94,0,1008.3,11,10,271,9.55
Bibb County,Georgia,Summer,32.86288,-83.55708,7/15/1957,Class A,93.12,74.58,69.72,0.66,0.43,0.61,0,1014.6,9,9.75,282,5.21
Marion County,Arkansas,Winter,36.29871,-92.63179,1/14/2004,Class A,64.7,29,35.83,0.65,0.34,0.74,0,1019.05,3,9.25,282,5.48
Franklin County,Kentucky,Fall,38.12912,-84.94009,11/15/1982,Class A,39.64,23.65,19.17,0.58,0.26,0.01,0,1029.74,3,10,1,3.05
Tippecanoe County,Indiana,Summer,40.38335,-87.0796,7/10/2010,Class B,86.75,63.98,62.34,0.7,0.04,0.96,0.0004,1015.37,10,8.76,353,0.67
Johnson County,Iowa,Summer,41.76292,-91.59415,7/1/1973,Class B,89.22,68.32,66.29,0.71,0.79,0.05,,1011.09,5,8.62,146,8.2
San Luis Obispo County,California,Summer,35.665,-120.55,8/1/1974,Class A,101.34,57.22,53.46,0.56,0,0.46,,1011.97,10,10,240,5.89
Wilson County,Tennessee,Summer,36.25466,-86.15759,7/16/2010,Class A,94.98,72.74,73.56,0.77,0.23,0.18,0.0012,1014.56,9,9.87,192,0.74
Waukesha County,Wisconsin,Summer,42.97569,-88.44846,7/5/2010,Class B,83.91,74.54,69.45,0.73,0.59,0.79,0.0001,1011.3,8,9.84,203,4.42
Allegheny County,Pennsylvania,Winter,40.29929,-79.8944,8/16/1988,Class B,89.22,74.35,63.07,0.62,0.27,0.13,0,1017.14,7,8.9,293,6.06
Worcester County,Massachusetts,Summer,42.54334,-71.80123,11/8/2010,Class B,43.07,39.33,36.9,0.95,1,0.09,0.0195,1000.84,2,6.7,345,3.48
Washtenaw County,Michigan,Fall,42.43235,-84.2915,7/14/2011,Class B,79.3,61.69,52.99,0.63,0.09,0.48,0,1018.77,10,10,87,1.38
Florence County,Wisconsin,Fall,45.95359,-88.38782,10/26/2008,Class B,45.17,30.88,35.17,0.81,0.61,0.93,0.0016,999.46,2,9.96,281,5.44
Clallam County,Washington,Summer,48.27646,-124.6802,8/25/2010,Class B,59.5,52.88,51.29,0.83,0.44,0.54,0,1014.67,7,7.87,233,7.36
Saline County,Nebraska,Fall,40.64043,-97.13196,10/15/1997,Class B,68,36.05,43.8,0.74,0.23,0.48,0,1026.49,4,10,346,3.99
Salt Lake County,Utah,Summer,40.60779,-111.6508,8/1/1964,Class B,79.03,44.14,48.66,0.51,0.53,0.77,0,1006.25,8,10,167,14.97
Rockland County,New York,Summer,41.23296,-74.11488,8/6/2015,Class B,77.05,58.28,55.81,0.68,0.05,0.73,0,1014.27,8,10,309,0.34
De Witt County,Illinois,Summer,40.19732,-88.724,6/27/2009,Class A,89.98,70.04,63.47,0.64,0.09,0.18,0.0003,1010.89,11,10,174,2.43
